year,climate_change,ocean_acidification,ozone_depletion,atmospheric_aerosol,biogeochimical_phosphore,biogeochimical_nitrogen,blue_water,green_water,land_use,genetic_diversity,fonctional_diversity,novel_entities
1980.0,337.98,3.19557074,287.0,0.0645664739884393,7.25,125.0,14.8,12.466666666666667,65.5,75.39306358381502,22.93381037567084,15.399999999999999
1981.0,339.34000000000003,3.18860997,286.5,0.06483236994219653,7.375,130.5,14.96,12.600000000000001,65.35,75.96531791907515,23.08407871198569,15.879999999999999
1982.0,340.97,3.1816492,286.0,0.06509826589595374,7.5,136.0,15.120000000000001,12.733333333333334,65.2,76.53757225433526,23.23434704830054,16.36
1983.0,341.73,3.17468843,285.5,0.06536416184971097,7.625,141.5,15.28,12.866666666666667,65.05,77.10982658959537,23.384615384615387,16.84
1984.0,344.22,3.1677276599999997,285.0,0.0656300578034682,7.75,147.0,15.44,13.0,64.9,77.68208092485548,23.534883720930235,17.32
1985.0,345.735,3.1607668899999997,284.5,0.06589595375722543,7.875,152.5,15.6,13.133333333333335,64.75,78.25433526011561,23.685152057245084,17.8
1986.0,346.93,3.15380612,284.0,0.06616184971098266,8.0,158.0,15.76,13.266666666666667,64.6,78.82658959537572,23.835420393559932,18.28
1987.0,348.51,3.14684535,283.5,0.06642774566473988,8.125,163.5,15.92,13.4,64.45,79.39884393063583,23.98568872987478,18.759999999999998
1988.0,350.315,3.13988458,283.0,0.06669364161849711,8.25,169.0,16.08,13.533333333333335,64.3,79.97109826589595,24.135957066189626,19.24
1989.0,352.755,3.13292381,282.5,0.06695953757225434,8.375,174.5,16.240000000000002,13.666666666666668,64.15,80.54335260115607,24.286225402504474,19.72
1990.0,353.80999999999995,3.12596304,282.0,0.06722543352601155,8.5,180.0,16.4,13.8,64.0,81.11560693641619,24.436493738819323,20.2
1991.0,355.08,3.119659246,282.05263157894734,0.06749132947976878,8.605263157894736,181.57894736842104,16.56,13.933333333333334,63.8421052631579,81.6878612716763,24.58676207513417,20.68
1992.0,356.155,3.113355452,282.10526315789474,0.06775722543352601,8.710526315789474,183.1578947368421,16.72,14.066666666666666,63.68421052631579,82.26011560693641,24.73703041144902,21.16
1993.0,356.78,3.107051658,282.1578947368421,0.06802312138728323,8.81578947368421,184.73684210526315,16.88,14.200000000000001,63.526315789473685,82.83236994219654,24.887298747763868,21.64
1994.0,358.08500000000004,3.100747864,282.2105263157895,0.06828901734104045,8.921052631578947,186.31578947368422,17.04,14.333333333333334,63.36842105263158,83.40462427745665,25.037567084078717,22.119999999999997
1995.0,359.935,3.0944440699999998,282.2631578947368,0.06855491329479768,9.026315789473685,187.89473684210526,17.2,14.466666666666667,63.21052631578947,83.97687861271676,25.187835420393565,22.599999999999998
1996.0,361.82500000000005,3.088140276,282.3157894736842,0.06882080924855491,9.131578947368421,189.4736842105263,17.36,14.600000000000001,63.05263157894737,84.54913294797687,25.338103756708414,23.08
1997.0,363.13,3.081836482,282.36842105263156,0.06908670520231214,9.236842105263158,191.05263157894737,17.52,14.733333333333334,62.89473684210526,85.121387283237,25.48837209302326,23.56
1998.0,365.235,3.075532688,282.42105263157896,0.06935260115606937,9.342105263157894,192.6315789473684,17.68,14.866666666666667,62.73684210526316,85.69364161849711,25.638640429338107,24.04
1999.0,368.09000000000003,3.069228894,282.4736842105263,0.0696184971098266,9.447368421052632,194.21052631578948,17.84,15.0,62.578947368421055,86.26589595375722,25.788908765652955,24.52
2000.0,369.08500000000004,3.0629251,282.5263157894737,0.06988439306358382,9.552631578947368,195.78947368421052,18.0,15.133333333333335,62.421052631578945,86.83815028901734,25.939177101967804,25.0
2001.0,370.53,3.05543733,282.57894736842104,0.07015028901734104,9.657894736842106,197.3684210526316,18.04,15.266666666666667,62.26315789473684,87.41040462427746,26.13595706618963,26.08695652173913
2002.0,372.28499999999997,3.04794956,282.63157894736844,0.07041618497109826,9.763157894736842,198.94736842105263,18.08,15.4,62.10526315789474,87.98265895953757,26.33273703041145,27.17391304347826
2003.0,374.77,3.04046179,282.6842105263158,0.07068208092485548,9.868421052631579,200.5263157894737,18.12,15.533333333333335,61.94736842105263,88.55491329479769,26.529516994633276,28.26086956521739
2004.0,376.945,3.03297402,282.7368421052632,0.0709479768786127,9.973684210526315,202.10526315789474,18.16,15.666666666666668,61.78947368421053,89.1271676300578,26.7262969588551,29.347826086956523
2005.0,378.425,3.02548625,282.7894736842105,0.07121387283236993,10.078947368421053,203.68421052631578,18.2,15.8,61.631578947368425,89.69942196531792,26.923076923076927,30.434782608695652
2006.0,381.21,3.01799848,282.8421052631579,0.07147976878612716,10.18421052631579,205.26315789473685,18.2,15.8,61.473684210526315,90.27167630057804,27.11985688729875,31.52173913043478
2007.0,382.86,3.01051071,282.89473684210526,0.07174566473988439,10.289473684210526,206.8421052631579,18.2,15.8,61.31578947368421,90.84393063583815,27.316636851520574,32.608695652173914
2008.0,385.305,3.00302294,282.94736842105266,0.07201156069364162,10.394736842105264,208.42105263157896,18.2,15.8,61.1578947368421,91.41618497109826,27.5134168157424,33.69565217391305
2009.0,386.75,2.99553517,283.0,0.07227745664739885,10.5,210.0,18.2,15.8,61.0,91.98843930635839,27.71019677996422,34.78260869565217
2010.0,388.53,2.9880474,283.5,0.07254335260115607,11.321428571428571,212.5,18.2,15.8,60.92857142857143,92.5606936416185,27.906976744186046,35.869565217391305
2011.0,390.995,2.9735822153846154,284.0,0.07280924855491329,12.142857142857142,215.0,18.2,15.8,60.857142857142854,93.13294797687861,28.10375670840787,36.95652173913044
2012.0,392.96500000000003,2.9591170307692307,284.5,0.07307514450867052,12.964285714285715,217.5,18.2,15.8,60.785714285714285,93.70520231213872,28.300536672629697,38.04347826086956
2013.0,395.445,2.944651846153846,285.0,0.07334104046242775,13.785714285714285,220.0,18.2,15.8,60.714285714285715,94.27745664739884,28.49731663685152,39.130434782608695
